Region,Instance Type,API Name,Memory (MB),Disk (GB),Compute Units,Virtual Cores,Disk Type,OD Linux PPH,OD Windows PPH,OD RHEL PPH,OD SLES PPH,OD MsWinSQL PPH,OD MsWinSQLWeb PPH,year1 light linux Prepay,year1 light linux PPH,year1 light mswin Prepay,year1 light mswin PPH,year1 light rhel Prepay,year1 light rhel PPH,year1 light sles Prepay,year1 light sles PPH,year1 light mswinSQL Prepay,year1 light mswinSQL PPH,year1 light mswinSQLWeb Prepay,year1 light mswinSQLWeb PPH,year1 medium linux Prepay,year1 medium linux PPH,year1 medium mswin Prepay,year1 medium mswin PPH,year1 medium rhel Prepay,year1 medium rhel PPH,year1 medium sles Prepay,year1 medium sles PPH,year1 medium mswinSQL Prepay,year1 medium mswinSQL PPH,year1 medium mswinSQLWeb Prepay,year1 medium mswinSQLWeb PPH,year1 heavy linux Prepay,year1 heavy linux PPH,year1 heavy mswin Prepay,year1 heavy mswin PPH,year1 heavy rhel Prepay,year1 heavy rhel PPH,year1 heavy sles Prepay,year1 heavy sles PPH,year1 heavy mswinSQL Prepay,year1 heavy mswinSQL PPH,year1 heavy mswinSQLWeb Prepay,year1 heavy mswinSQLWeb PPH,year3 light linux Prepay,year3 light linux PPH,year3 light mswin Prepay,year3 light mswin PPH,year3 light rhel Prepay,year3 light rhel PPH,year3 light sles Prepay,year3 light sles PPH,year3 light mswinSQL Prepay,year3 light mswinSQL PPH,year3 light mswinSQLWeb Prepay,year3 light mswinSQLWeb PPH,year3 medium linux Prepay,year3 medium linux PPH,year3 medium mswin Prepay,year3 medium mswin PPH,year3 medium rhel Prepay,year3 medium rhel PPH,year3 medium sles Prepay,year3 medium sles PPH,year3 medium mswinSQL Prepay,year3 medium mswinSQL PPH,year3 medium mswinSQLWeb Prepay,year3 medium mswinSQLWeb PPH,year3 heavy linux Prepay,year3 heavy linux PPH,year3 heavy mswin Prepay,year3 heavy mswin PPH,year3 heavy rhel Prepay,year3 heavy rhel PPH,year3 heavy sles Prepay,year3 heavy sles PPH,year3 heavy mswinSQL Prepay,year3 heavy mswinSQL PPH,year3 heavy mswinSQLWeb Prepay,year3 heavy mswinSQLWeb PPH
eu-ireland,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,0.478,0.752,0.608,0.578,2.131,1.083,642.0,0.468,737.0,0.752,642.0,0.598,842.0,0.479,3840.0,1.366,1490.0,0.683,1072.0,0.209,1429.0,0.493,1072.0,0.339,1264.0,0.22,4582.0,1.141,1609.0,0.549,1304.0,0.165,1734.0,0.435,1304.0,0.295,1480.0,0.176,4622.0,0.79,2305.0,0.396,1006.0,0.41,1130.0,0.725,1006.0,0.54,1406.0,0.421,9408.0,1.314,3995.0,0.611,1655.0,0.183,2260.0,0.47,1655.0,0.313,2039.0,0.194,10373.0,1.112,4065.0,0.464,2031.0,0.142,2784.0,0.422,2031.0,0.272,2383.0,0.153,12507.0,0.713,5618.0,0.321
eu-ireland,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,0.956,1.504,1.086,1.056,4.262,2.166,1283.0,0.936,1474.0,1.504,1283.0,1.066,1483.0,0.947,7680.0,2.732,2981.0,1.366,2145.0,0.417,2861.0,0.987,2145.0,0.547,2337.0,0.428,9164.0,2.281,3218.0,1.098,2608.0,0.33,3474.0,0.87,2608.0,0.46,2784.0,0.341,9243.0,1.581,4608.0,0.79,2012.0,0.82,2260.0,1.449,2012.0,0.95,2412.0,0.831,18816.0,2.629,7990.0,1.221,3310.0,0.365,4516.0,0.939,3310.0,0.495,3694.0,0.376,20747.0,2.222,8132.0,0.927,4063.0,0.284,5561.0,0.843,4063.0,0.414,4415.0,0.295,25014.0,1.428,11236.0,0.642
eu-ireland,High-Compute Eight Extra Large,c3.8xlarge,60000.0,640,108,32,ssd,1.912,3.008,2.042,2.012,8.523,4.332,2567.0,1.871,2948.0,3.008,2567.0,2.001,2767.0,1.882,15359.0,5.465,5962.0,2.732,4289.0,0.834,5723.0,1.974,4289.0,0.964,4481.0,0.845,18327.0,4.562,6437.0,2.198,5216.0,0.661,6938.0,1.739,5216.0,0.791,5392.0,0.672,18485.0,3.163,9217.0,1.581,4024.0,1.639,4521.0,2.898,4024.0,1.769,4424.0,1.65,37633.0,5.258,15980.0,2.443,6619.0,0.73,9036.0,1.879,6619.0,0.86,7003.0,0.741,41493.0,4.444,16264.0,1.855,8126.0,0.568,11116.0,1.685,8126.0,0.698,8478.0,0.579,50028.0,2.856,22472.0,1.283
eu-ireland,Cluster GPU Double Extra Large,g2.2xlarge,15000.0,60,26,8,ssd,0.702,0.767,0.832,0.802,3.816,0.957,1976.0,0.284,1994.0,0.371,1976.0,0.414,2176.0,0.298,3815.0,3.193,2147.0,0.572,2133.0,0.251,2138.0,0.337,2133.0,0.381,2325.0,0.264,4079.0,3.116,2419.0,0.513,2500.0,0.154,2974.0,0.183,2500.0,0.284,2676.0,0.166,11241.0,1.925,3483.0,0.265,4810.0,0.235,4826.0,0.341,4810.0,0.365,5210.0,0.249,21689.0,2.476,5334.0,0.474,5658.0,0.146,5787.0,0.29,5658.0,0.276,6042.0,0.159,25660.0,2.278,6005.0,0.424,6820.0,0.065,7077.0,0.145,6820.0,0.195,7172.0,0.077,37843.0,1.44,7734.0,0.196
eu-ireland,Memory Optimized Large,r3.large,,32,,,,0.195,,,,,,,,,,,,,,,,,,635.0,0.061,1093.0,0.125,635.0,0.121,827.0,0.072,3451.0,0.394,1143.0,0.131,698.0,0.043,1258.0,0.077,698.0,0.103,874.0,0.054,4077.0,0.251,1349.0,0.083,,,,,,,,,,,,,1001.0,0.062,2417.0,0.127,1001.0,0.122,1385.0,0.073,9671.0,0.368,3101.0,0.118,1333.0,0.034,3055.0,0.078,1333.0,0.094,1685.0,0.045,10932.0,0.224,3502.0,0.072
eu-ireland,Memory Optimized Extra Large,r3.xlarge,,80,,,,0.39,,,,,,,,,,,,,,,,,,1270.0,0.122,1975.0,0.225,1270.0,0.182,1462.0,0.133,5041.0,0.576,2181.0,0.249,1395.0,0.086,2272.0,0.14,1395.0,0.146,1571.0,0.097,5956.0,0.366,2579.0,0.159,,,,,,,,,,,,,2001.0,0.124,4365.0,0.229,2001.0,0.184,2385.0,0.135,14126.0,0.537,5939.0,0.226,2665.0,0.068,5519.0,0.14,2665.0,0.128,3017.0,0.079,15972.0,0.327,6713.0,0.138
eu-ireland,Memory Optimized Double Extra Large,r3.2xlarge,,160,,,,0.78,,,,,,,,,,,,,,,,,,2540.0,0.244,3809.0,0.435,2540.0,0.374,2732.0,0.255,10026.0,1.144,4494.0,0.513,2790.0,0.172,4382.0,0.269,2790.0,0.302,2966.0,0.183,11849.0,0.728,5313.0,0.326,,,,,,,,,,,,,4002.0,0.248,8419.0,0.442,4002.0,0.378,4386.0,0.259,28093.0,1.069,12220.0,0.465,5330.0,0.136,10643.0,0.27,5330.0,0.266,5682.0,0.147,31755.0,0.651,13819.0,0.283
eu-ireland,Memory Optimized Quadruple Extra Large,r3.4xlarge,,320,,,,1.56,,,,,,,,,,,,,,,,,,5080.0,0.488,6700.0,0.765,5080.0,0.618,5272.0,0.499,16819.0,1.92,6837.0,0.781,5580.0,0.344,7708.0,0.474,5580.0,0.474,5756.0,0.355,19878.0,1.222,8080.0,0.497,,,,,,,,,,,,,8004.0,0.495,14811.0,0.778,8004.0,0.625,8388.0,0.506,47133.0,1.794,18593.0,0.708,10660.0,0.272,18725.0,0.475,10660.0,0.402,11012.0,0.283,53279.0,1.092,21011.0,0.43
eu-ireland,Memory Optimized Eight Extra Large,r3.8xlarge,,640,,,,3.12,,,,,,,,,,,,,,,,,,10160.0,0.976,10556.0,1.205,10160.0,1.106,10352.0,0.987,31637.0,3.611,11550.0,1.319,11160.0,0.688,12256.0,0.753,11160.0,0.818,11336.0,0.699,37387.0,2.298,13649.0,0.839,,,,,,,,,,,,,16008.0,0.99,19176.0,1.008,16008.0,1.12,16392.0,1.001,88642.0,3.373,31391.0,1.195,21320.0,0.544,24243.0,0.615,21320.0,0.674,21672.0,0.555,100203.0,2.053,35479.0,0.727
eu-ireland,High I/O Extra Large,i2.xlarge,30500.0,720,14,4,ssd,0.938,0.973,0.998,1.038,1.23,0.993,644.0,0.651,644.0,0.63,644.0,0.711,844.0,0.665,1706.0,1.023,1031.0,0.471,1493.0,0.345,1493.0,0.477,1493.0,0.405,1685.0,0.358,2034.0,0.929,1190.0,0.408,1820.0,0.233,1820.0,0.396,1820.0,0.293,1996.0,0.245,2299.0,0.558,1817.0,0.287,971.0,0.509,971.0,0.519,971.0,0.569,1371.0,0.523,4496.0,0.898,2471.0,0.376,2283.0,0.256,2283.0,0.392,2283.0,0.316,2667.0,0.269,5217.0,0.794,2686.0,0.307,2740.0,0.186,2740.0,0.327,2740.0,0.246,3092.0,0.198,5443.0,0.44,2897.0,0.245
eu-ireland,High I/O Double Extra Large,i2.2xlarge,61000.0,1440,27,8,ssd,1.876,1.946,2.006,1.976,2.459,1.986,1288.0,1.303,1288.0,1.26,1288.0,1.363,1488.0,1.317,3412.0,2.045,2062.0,0.942,2987.0,0.69,2987.0,0.954,2987.0,0.75,3179.0,0.703,4068.0,1.858,2380.0,0.815,3640.0,0.466,3640.0,0.793,3640.0,0.526,3816.0,0.478,4599.0,1.116,3635.0,0.573,1942.0,1.018,1942.0,1.037,1942.0,1.078,2342.0,1.032,8992.0,1.797,4942.0,0.752,4567.0,0.511,4567.0,0.784,4567.0,0.571,4951.0,0.524,10435.0,1.588,5372.0,0.613,5480.0,0.371,5480.0,0.654,5480.0,0.431,5832.0,0.383,10886.0,0.881,5794.0,0.491
eu-ireland,High I/O Quadruple Extra Large,i2.4xlarge,122000.0,2880,53,16,ssd,3.751,3.891,3.881,3.851,4.918,3.971,2576.0,2.605,2576.0,2.52,2576.0,2.665,2776.0,2.619,6824.0,4.09,4124.0,1.883,5973.0,1.379,5973.0,1.907,5973.0,1.439,6165.0,1.392,8135.0,3.715,4760.0,1.63,7280.0,0.931,7280.0,1.585,7280.0,0.991,7456.0,0.943,9197.0,2.231,7269.0,1.146,3884.0,2.035,3884.0,2.074,3884.0,2.095,4284.0,2.049,17984.0,3.593,9884.0,1.504,9133.0,1.022,9133.0,1.568,9133.0,1.082,9517.0,1.035,20869.0,3.176,10744.0,1.226,10960.0,0.742,10960.0,1.307,10960.0,0.802,11312.0,0.754,21772.0,1.761,11587.0,0.981
eu-ireland,High I/O Eight Extra Large,i2.8xlarge,244000.0,5760,104,32,ssd,7.502,7.782,7.632,7.602,9.836,7.942,5152.0,5.21,5152.0,5.04,5152.0,5.27,5352.0,5.224,13648.0,8.18,8248.0,3.766,11946.0,2.758,11946.0,3.814,11946.0,2.818,12138.0,2.771,16270.0,7.43,9520.0,3.26,14560.0,1.862,14560.0,3.17,14560.0,1.922,14736.0,1.874,18394.0,4.462,14538.0,2.292,7768.0,4.07,7768.0,4.148,7768.0,4.13,8168.0,4.084,35968.0,7.186,19768.0,3.008,18266.0,2.044,18266.0,3.136,18266.0,2.104,18650.0,2.057,41738.0,6.352,21488.0,2.452,21920.0,1.484,21920.0,2.614,21920.0,1.544,22272.0,1.496,43544.0,3.522,23174.0,1.962
eu-ireland,High-Storage Eight Extra Large,hs1.8xlarge,117000.0,48000,35,16,ephemeral,4.9,4.931,5.03,5.0,8.35,5.144,3968.0,3.09,3968.0,3.327,3968.0,3.22,4168.0,3.104,9493.0,6.97,4770.19,3.502,9200.0,1.809,9200.0,2.401,9200.0,1.939,9392.0,1.822,23395.0,5.054,11261.0,2.433,11213.0,1.163,11213.0,1.883,11213.0,1.293,11389.0,1.175,30324.0,3.976,13987.21,1.834,5997.0,2.396,5997.0,2.733,5997.0,2.526,6397.0,2.41,17030.0,6.587,7598.86,2.939,14103.0,1.581,14103.0,1.935,14103.0,1.711,14487.0,1.594,54729.0,4.663,22220.69,1.893,16924.0,1.166,16924.0,1.524,16924.0,1.296,17276.0,1.178,70252.0,3.769,26558.85,1.425
eu-ireland,Micro,t1.micro,615.0,160,0,1,ebs,0.02,0.02,0.08,0.03,,0.075,23.0,0.015,23.0,0.016,23.0,0.075,48.0,0.021,,,110.0,0.05,54.0,0.01,54.0,0.012,54.0,0.07,78.0,0.016,,,130.0,0.044,62.0,0.008,62.0,0.009,62.0,0.068,84.0,0.014,,,140.0,0.024,35.0,0.015,35.0,0.016,35.0,0.075,85.0,0.021,,,310.0,0.05,82.0,0.01,82.0,0.012,82.0,0.07,130.0,0.016,,,370.0,0.042,100.0,0.008,100.0,0.009,100.0,0.068,144.0,0.014,,,380.0,0.022
eu-ireland,Standard Small,m1.small,1700.0,160,1,1,ephemeral,0.047,0.075,0.107,0.077,0.629,0.139,61.0,0.042,69.0,0.069,61.0,0.102,161.0,0.053,1020.0,0.464,190.0,0.09,101.0,0.02,134.0,0.043,101.0,0.08,197.0,0.031,1260.0,0.432,220.0,0.077,123.0,0.016,165.0,0.038,123.0,0.076,211.0,0.027,1420.0,0.242,280.0,0.048,96.0,0.034,106.0,0.059,96.0,0.094,296.0,0.045,2990.0,0.455,500.0,0.08,157.0,0.016,214.0,0.038,157.0,0.076,349.0,0.027,3690.0,0.422,580.0,0.067,188.0,0.013,259.0,0.034,188.0,0.073,364.0,0.024,4100.0,0.234,690.0,0.04
eu-ireland,Standard Medium,m1.medium,3750.0,410,2,1,ephemeral,0.095,0.149,0.155,0.195,0.744,0.237,122.0,0.085,138.0,0.138,122.0,0.145,322.0,0.096,1130.0,0.518,300.0,0.14,202.0,0.039,269.0,0.085,202.0,0.099,394.0,0.05,1400.0,0.478,342.0,0.118,247.0,0.032,327.0,0.075,247.0,0.092,423.0,0.043,1620.0,0.279,466.0,0.079,192.0,0.067,213.0,0.118,192.0,0.127,592.0,0.078,3280.0,0.5,790.0,0.12,314.0,0.031,433.0,0.077,314.0,0.091,698.0,0.042,4010.0,0.458,855.0,0.098,375.0,0.026,519.0,0.068,375.0,0.086,727.0,0.037,4570.0,0.261,1102.0,0.063
eu-ireland,Standard Large,m1.large,7500.0,850,4,2,ephemeral,0.19,0.299,0.25,0.29,0.955,0.435,243.0,0.17,276.0,0.275,243.0,0.23,443.0,0.181,1370.0,0.624,540.0,0.24,404.0,0.079,537.0,0.171,404.0,0.139,596.0,0.09,1637.0,0.56,599.0,0.205,493.0,0.064,660.0,0.151,493.0,0.124,669.0,0.075,1989.0,0.341,855.0,0.145,384.0,0.134,425.0,0.236,384.0,0.194,784.0,0.145,3860.0,0.587,1370.0,0.21,628.0,0.064,861.0,0.154,628.0,0.124,1012.0,0.075,4557.0,0.52,1463.0,0.167,750.0,0.051,1052.0,0.137,750.0,0.111,1102.0,0.062,5400.0,0.308,1986.0,0.114
eu-ireland,Standard Extra Large,m1.xlarge,15000.0,1690,8,4,ephemeral,0.379,0.598,0.439,0.479,1.362,0.83,486.0,0.339,552.0,0.55,486.0,0.399,686.0,0.35,2060.0,0.77,1000.0,0.46,809.0,0.157,1076.0,0.342,809.0,0.217,1001.0,0.168,2641.0,0.618,1112.0,0.383,987.0,0.127,1323.0,0.301,987.0,0.187,1163.0,0.138,2708.0,0.465,1634.0,0.278,768.0,0.268,850.0,0.472,768.0,0.328,1168.0,0.279,4860.0,0.71,2530.0,0.38,1256.0,0.126,1727.0,0.307,1256.0,0.186,1640.0,0.137,5700.0,0.58,2670.0,0.305,1501.0,0.102,2089.0,0.274,1501.0,0.162,1853.0,0.113,7002.0,0.4,3762.0,0.215
eu-ireland,High-CPU Medium,c1.medium,1700.0,350,5,2,ephemeral,0.148,0.21,0.208,0.248,,0.31,155.0,0.113,178.0,0.19,155.0,0.173,355.0,0.124,,,390.0,0.18,333.0,0.065,393.0,0.137,333.0,0.125,525.0,0.076,,,470.0,0.159,405.0,0.051,472.0,0.12,405.0,0.111,581.0,0.062,,,640.0,0.111,243.0,0.099,273.0,0.175,243.0,0.159,643.0,0.11,,,1070.0,0.16,514.0,0.057,607.0,0.128,514.0,0.117,898.0,0.068,,,1200.0,0.137,631.0,0.044,739.0,0.114,631.0,0.104,983.0,0.055,,,1590.0,0.091
eu-ireland,High-CPU Extra Large,c1.xlarge,7000.0,1690,20,8,ephemeral,0.592,0.84,0.722,0.692,2.124,1.16,620.0,0.452,712.0,0.76,620.0,0.582,820.0,0.463,3710.0,1.32,1440.0,0.66,1332.0,0.259,1566.0,0.545,1332.0,0.389,1524.0,0.27,4567.0,1.137,1656.0,0.565,1620.0,0.205,1895.0,0.48,1620.0,0.335,1796.0,0.216,4606.0,0.788,2372.0,0.407,972.0,0.396,1092.0,0.7,972.0,0.526,1372.0,0.407,9090.0,1.27,3860.0,0.59,2056.0,0.227,2426.0,0.511,2056.0,0.357,2440.0,0.238,10339.0,1.107,4185.0,0.477,2524.0,0.176,2962.0,0.455,2524.0,0.306,2876.0,0.187,12466.0,0.711,5782.0,0.33
eu-ireland,Cluster Compute Eight Extra Large,cc2.8xlarge,60500.0,3370,88,32,ephemeral,2.25,2.57,2.38,2.35,4.85,2.775,1762.0,1.18,1762.0,1.443,1762.0,1.31,1962.0,1.194,8060.0,4.833,2660.0,1.597,4146.0,0.75,4146.0,1.056,4146.0,0.88,4338.0,0.763,9880.0,4.511,2660.0,1.429,5000.0,0.61,5000.0,0.855,5000.0,0.74,5176.0,0.622,11060.0,1.895,5380.0,2.205,2710.0,1.18,2710.0,1.418,2710.0,1.31,3110.0,1.194,23680.0,4.73,7480.0,2.205,6378.0,0.75,6378.0,0.998,6378.0,0.88,6762.0,0.763,28120.0,4.28,7870.0,1.947,7670.0,0.61,7670.0,0.785,7670.0,0.74,8022.0,0.622,29530.0,1.685,12513.0,1.597
eu-ireland,Cluster GPU Quadruple Extra Large,cg1.4xlarge,22500.0,1690,33,16,ephemeral,2.36,2.6,2.49,2.46,3.85,2.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu-ireland,Hi-Memory Extra Large,m2.xlarge,17100.0,420,6,2,ephemeral,0.275,0.345,0.335,0.375,1.084,0.445,272.0,0.206,353.0,0.345,272.0,0.266,472.0,0.217,1480.0,0.675,650.0,0.3,391.0,0.078,652.0,0.206,391.0,0.138,583.0,0.089,1780.0,0.611,688.0,0.238,473.0,0.061,795.0,0.177,473.0,0.121,649.0,0.072,2180.0,0.373,967.0,0.166,398.0,0.166,548.0,0.31,398.0,0.226,798.0,0.177,4100.0,0.624,1610.0,0.24,595.0,0.062,1014.0,0.181,595.0,0.122,979.0,0.073,4850.0,0.553,1609.0,0.184,719.0,0.05,1238.0,0.158,719.0,0.11,1071.0,0.061,5730.0,0.327,2158.0,0.123
eu-ireland,Hi-Memory Double Extra Large,m2.2xlarge,34200.0,850,13,4,ephemeral,0.55,0.69,0.61,0.65,1.489,0.85,544.0,0.412,706.0,0.69,544.0,0.472,744.0,0.423,2220.0,0.91,1230.0,0.56,781.0,0.156,1297.0,0.41,781.0,0.216,973.0,0.167,2880.0,0.653,1302.0,0.445,947.0,0.122,1588.0,0.353,947.0,0.182,1123.0,0.133,2826.0,0.484,1860.0,0.319,796.0,0.332,1096.0,0.62,796.0,0.392,1196.0,0.343,5100.0,0.82,3010.0,0.46,1190.0,0.125,2028.0,0.363,1190.0,0.185,1574.0,0.136,5904.0,0.603,2976.0,0.34,1438.0,0.1,2492.0,0.317,1438.0,0.16,1790.0,0.111,7038.0,0.401,4101.0,0.234
eu-ireland,Hi-Memory Quadruple Extra Large,m2.4xlarge,68400.0,1690,26,8,ephemeral,1.1,1.38,1.23,1.2,2.976,1.7,1088.0,0.824,1412.0,1.38,1088.0,0.954,1288.0,0.835,4440.0,1.82,2460.0,1.12,1562.0,0.312,2594.0,0.821,1562.0,0.442,1754.0,0.323,5760.0,1.307,2604.0,0.892,1894.0,0.245,3172.0,0.708,1894.0,0.375,2070.0,0.256,5652.0,0.968,3729.0,0.638,1592.0,0.664,2192.0,1.24,1592.0,0.794,1992.0,0.675,10200.0,1.64,6010.0,0.91,2381.0,0.25,4054.0,0.726,2381.0,0.38,2765.0,0.261,11808.0,1.206,5961.0,0.681,2875.0,0.199,4969.0,0.633,2875.0,0.329,3227.0,0.21,14076.0,0.804,8203.0,0.469
eu-ireland,High-Memory Cluster Eight Extra Large,cr1.8xlarge,244000.0,240,88,32,ssd,3.75,3.831,3.88,3.85,7.25,4.044,2474.0,1.988,2474.0,2.409,2474.0,2.118,2674.0,2.002,7565.0,6.102,3213.0,2.592,5958.0,1.152,5958.0,1.746,5958.0,1.282,6150.0,1.165,19834.0,4.436,7973.0,1.783,7220.0,0.742,7220.0,1.395,7220.0,0.872,7396.0,0.754,25967.0,3.529,9942.0,1.351,3846.0,1.536,3846.0,1.98,3846.0,1.666,4246.0,1.55,14363.0,5.854,5373.0,2.19,9006.0,1.014,9006.0,1.418,9006.0,1.144,9390.0,1.027,38061.0,4.586,12789.0,1.54,10880.0,0.746,10880.0,1.13,10880.0,0.876,11232.0,0.758,55037.0,3.724,17129.0,1.159
eu-ireland,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,3.1,3.58,3.23,3.2,4.607,3.66,2576.0,1.477,2576.0,1.957,2576.0,1.577,2776.0,1.491,6824.0,3.116,4124.0,1.883,5973.0,0.909,5973.0,1.389,5973.0,1.009,6165.0,0.922,8135.0,2.786,4760.0,1.63,7280.0,0.621,7280.0,1.101,7280.0,0.721,7456.0,0.633,9197.0,1.575,7269.0,1.146,3884.0,1.15,3884.0,1.63,3884.0,1.25,4284.0,1.164,17984.0,2.737,9884.0,1.504,9133.0,0.705,9133.0,1.185,9133.0,0.805,9517.0,0.718,20869.0,2.382,10744.0,1.226,10960.0,0.482,10960.0,0.962,10960.0,0.582,11312.0,0.494,21772.0,1.243,11587.0,0.981
apac-sin,M3 Medium Instance,m3.medium,3750.0,4,3,1,ssd,0.098,0.161,0.158,0.198,0.356,0.187,124.0,0.087,129.0,0.126,124.0,0.147,324.0,0.098,424.0,0.194,261.0,0.119,202.0,0.039,243.0,0.073,202.0,0.099,394.0,0.05,600.0,0.16,294.0,0.101,245.0,0.031,300.0,0.065,245.0,0.091,421.0,0.042,726.0,0.125,443.0,0.076,191.0,0.069,199.0,0.107,191.0,0.129,591.0,0.08,1139.0,0.173,648.0,0.098,316.0,0.031,394.0,0.066,316.0,0.091,700.0,0.042,1318.0,0.151,704.0,0.08,370.0,0.025,477.0,0.059,370.0,0.085,722.0,0.036,1865.0,0.107,1017.0,0.058
apac-sin,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.196,0.322,0.256,0.296,0.711,0.374,249.0,0.175,258.0,0.252,249.0,0.235,449.0,0.186,849.0,0.388,521.0,0.239,403.0,0.077,490.0,0.145,403.0,0.137,595.0,0.088,1199.0,0.319,559.0,0.192,491.0,0.062,602.0,0.128,491.0,0.122,667.0,0.073,1452.0,0.249,842.0,0.144,382.0,0.139,398.0,0.214,382.0,0.199,782.0,0.15,2279.0,0.346,1296.0,0.197,633.0,0.062,785.0,0.132,633.0,0.122,1017.0,0.073,2636.0,0.301,1337.0,0.153,741.0,0.05,954.0,0.117,741.0,0.11,1093.0,0.061,3731.0,0.214,1931.0,0.111
apac-sin,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.392,0.644,0.452,0.492,1.28,0.748,497.0,0.349,516.0,0.503,497.0,0.409,697.0,0.36,1697.0,0.776,1042.0,0.477,805.0,0.153,980.0,0.291,805.0,0.213,997.0,0.164,2398.0,0.638,1117.0,0.384,981.0,0.124,1200.0,0.256,981.0,0.184,1157.0,0.135,2904.0,0.498,1683.0,0.289,764.0,0.277,795.0,0.427,764.0,0.337,1164.0,0.288,4557.0,0.692,2591.0,0.393,1266.0,0.124,1570.0,0.262,1266.0,0.184,1650.0,0.135,5272.0,0.602,2673.0,0.305,1481.0,0.1,1906.0,0.234,1481.0,0.16,1833.0,0.111,7461.0,0.427,3863.0,0.221
apac-sin,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,0.784,1.288,0.914,0.884,2.56,1.496,995.0,0.697,1032.0,1.006,995.0,0.827,1195.0,0.708,3396.0,1.552,2085.0,0.954,1610.0,0.307,1957.0,0.581,1610.0,0.437,1802.0,0.318,4411.0,1.175,2235.0,0.768,1961.0,0.248,2399.0,0.513,1961.0,0.378,2137.0,0.259,5351.0,0.915,3374.0,0.578,1528.0,0.554,1590.0,0.854,1528.0,0.684,1928.0,0.565,9092.0,1.385,5160.0,0.786,2531.0,0.248,3145.0,0.526,2531.0,0.378,2915.0,0.259,9700.0,1.108,5349.0,0.611,2961.0,0.2,3814.0,0.467,2961.0,0.33,3313.0,0.211,13748.0,0.785,7745.0,0.442
apac-sin,High-Compute Large,c3.large,3750.0,32,7,2,ssd,0.132,0.238,0.192,0.232,0.561,0.271,180.0,0.126,184.0,0.197,180.0,0.186,380.0,0.137,960.0,0.367,417.0,0.191,291.0,0.057,358.0,0.121,291.0,0.117,483.0,0.068,1206.0,0.321,443.0,0.152,356.0,0.044,435.0,0.107,356.0,0.104,532.0,0.055,1296.0,0.222,652.0,0.111,270.0,0.111,283.0,0.181,270.0,0.171,670.0,0.122,2352.0,0.352,1118.0,0.17,438.0,0.05,566.0,0.116,438.0,0.11,822.0,0.061,2730.0,0.311,1121.0,0.128,538.0,0.039,689.0,0.103,538.0,0.099,890.0,0.05,3509.0,0.2,1604.0,0.092
apac-sin,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,0.265,0.477,0.325,0.365,1.066,0.542,360.0,0.253,368.0,0.393,360.0,0.313,560.0,0.264,1920.0,0.735,833.0,0.382,582.0,0.113,715.0,0.242,582.0,0.173,774.0,0.124,2291.0,0.61,886.0,0.304,713.0,0.088,868.0,0.214,713.0,0.148,889.0,0.099,2463.0,0.423,1305.0,0.224,540.0,0.221,565.0,0.362,540.0,0.281,940.0,0.232,4704.0,0.704,2236.0,0.34,875.0,0.1,1128.0,0.23,875.0,0.16,1259.0,0.111,5187.0,0.59,2242.0,0.256,1077.0,0.078,1395.0,0.206,1077.0,0.138,1429.0,0.089,6666.0,0.381,3209.0,0.183
apac-sin,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,0.529,0.953,0.659,0.629,2.131,1.083,720.0,0.505,737.0,0.787,720.0,0.635,920.0,0.516,3840.0,1.47,1666.0,0.764,1165.0,0.226,1429.0,0.484,1165.0,0.356,1357.0,0.237,4582.0,1.219,1771.0,0.606,1426.0,0.177,1734.0,0.427,1426.0,0.307,1602.0,0.188,4926.0,0.845,2609.0,0.446,1081.0,0.443,1130.0,0.725,1081.0,0.573,1481.0,0.454,9408.0,1.408,4471.0,0.68,1751.0,0.2,2260.0,0.462,1751.0,0.33,2135.0,0.211,10373.0,1.18,4485.0,0.512,2153.0,0.157,2784.0,0.415,2153.0,0.287,2505.0,0.168,13333.0,0.761,6418.0,0.366
apac-sin,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,1.058,1.906,1.188,1.158,4.262,2.166,1441.0,1.01,1474.0,1.573,1441.0,1.14,1641.0,1.021,7680.0,2.939,3333.0,1.528,2330.0,0.452,2861.0,0.969,2330.0,0.582,2522.0,0.463,9164.0,2.439,3542.0,1.213,2852.0,0.354,3474.0,0.856,2852.0,0.484,3028.0,0.365,9852.0,1.689,5218.0,0.893,2161.0,0.886,2260.0,1.449,2161.0,1.016,2561.0,0.897,18816.0,2.815,8942.0,1.36,3501.0,0.4,4516.0,0.925,3501.0,0.53,3885.0,0.411,20747.0,2.36,8970.0,1.025,4306.0,0.313,5561.0,0.83,4306.0,0.443,4658.0,0.324,26666.0,1.522,12836.0,0.733
