Region,Instance Type,API Name,Memory (MB),Disk (GB),Compute Units,Virtual Cores,Disk Type,OD Linux PPH,OD Windows PPH,OD RHEL PPH,OD SLES PPH,OD MsWinSQL PPH,OD MsWinSQLWeb PPH,year1 light linux Prepay,year1 light linux PPH,year1 light mswin Prepay,year1 light mswin PPH,year1 light rhel Prepay,year1 light rhel PPH,year1 light sles Prepay,year1 light sles PPH,year1 light mswinSQL Prepay,year1 light mswinSQL PPH,year1 light mswinSQLWeb Prepay,year1 light mswinSQLWeb PPH,year1 medium linux Prepay,year1 medium linux PPH,year1 medium mswin Prepay,year1 medium mswin PPH,year1 medium rhel Prepay,year1 medium rhel PPH,year1 medium sles Prepay,year1 medium sles PPH,year1 medium mswinSQL Prepay,year1 medium mswinSQL PPH,year1 medium mswinSQLWeb Prepay,year1 medium mswinSQLWeb PPH,year1 heavy linux Prepay,year1 heavy linux PPH,year1 heavy mswin Prepay,year1 heavy mswin PPH,year1 heavy rhel Prepay,year1 heavy rhel PPH,year1 heavy sles Prepay,year1 heavy sles PPH,year1 heavy mswinSQL Prepay,year1 heavy mswinSQL PPH,year1 heavy mswinSQLWeb Prepay,year1 heavy mswinSQLWeb PPH,year3 light linux Prepay,year3 light linux PPH,year3 light mswin Prepay,year3 light mswin PPH,year3 light rhel Prepay,year3 light rhel PPH,year3 light sles Prepay,year3 light sles PPH,year3 light mswinSQL Prepay,year3 light mswinSQL PPH,year3 light mswinSQLWeb Prepay,year3 light mswinSQLWeb PPH,year3 medium linux Prepay,year3 medium linux PPH,year3 medium mswin Prepay,year3 medium mswin PPH,year3 medium rhel Prepay,year3 medium rhel PPH,year3 medium sles Prepay,year3 medium sles PPH,year3 medium mswinSQL Prepay,year3 medium mswinSQL PPH,year3 medium mswinSQLWeb Prepay,year3 medium mswinSQLWeb PPH,year3 heavy linux Prepay,year3 heavy linux PPH,year3 heavy mswin Prepay,year3 heavy mswin PPH,year3 heavy rhel Prepay,year3 heavy rhel PPH,year3 heavy sles Prepay,year3 heavy sles PPH,year3 heavy mswinSQL Prepay,year3 heavy mswinSQL PPH,year3 heavy mswinSQLWeb Prepay,year3 heavy mswinSQLWeb PPH
apac-syd,High-CPU Medium,c1.medium,1700.0,350,5,2,ephemeral,0.183,0.285,0.243,0.283,,0.325,174.0,0.122,178.0,0.19,174.0,0.182,374.0,0.136,,,440.0,0.2,677.0,0.078,415.0,0.145,677.0,0.138,869.0,0.091,,,510.0,0.174,492.0,0.061,500.0,0.128,492.0,0.121,668.0,0.073,,,720.0,0.125,266.0,0.106,273.0,0.175,266.0,0.166,666.0,0.12,,,1190.0,0.18,629.0,0.068,638.0,0.135,629.0,0.128,1013.0,0.081,,,1310.0,0.15,743.0,0.054,775.0,0.12,743.0,0.114,1095.0,0.066,,,1800.0,0.103
apac-syd,High-CPU Extra Large,c1.xlarge,7000.0,1690,20,8,ephemeral,0.73,1.14,0.83,0.83,2.167,1.22,696.0,0.488,712.0,0.76,696.0,0.588,896.0,0.502,3710.0,1.42,1610.0,0.738,2708.0,0.312,1660.0,0.58,2708.0,0.412,2900.0,0.325,4660.0,1.24,1860.0,0.637,1968.0,0.244,2000.0,0.51,1968.0,0.344,2144.0,0.256,5010.0,0.859,2740.0,0.469,1064.0,0.424,1092.0,0.7,1064.0,0.524,1464.0,0.438,9090.0,1.36,4320.0,0.657,2516.0,0.272,2552.0,0.54,2516.0,0.372,2900.0,0.285,10550.0,1.2,4710.0,0.538,2972.0,0.216,3100.0,0.48,2972.0,0.316,3324.0,0.228,13560.0,0.774,6740.0,0.385
apac-syd,Hi-Memory Extra Large,m2.xlarge,17100.0,420,6,2,ephemeral,0.495,0.57,0.555,0.595,1.084,0.61,282.0,0.231,353.0,0.368,282.0,0.291,482.0,0.245,1620.0,0.737,790.0,0.358,683.0,0.148,850.0,0.265,683.0,0.208,875.0,0.161,1920.0,0.657,880.0,0.302,821.0,0.119,1030.0,0.228,821.0,0.179,997.0,0.131,2420.0,0.415,1290.0,0.22,423.0,0.185,548.0,0.31,423.0,0.245,823.0,0.199,4440.0,0.676,1950.0,0.297,1038.0,0.119,1283.0,0.228,1038.0,0.179,1422.0,0.132,5190.0,0.593,2080.0,0.238,1231.0,0.095,1550.0,0.198,1231.0,0.155,1583.0,0.107,6340.0,0.362,2930.0,0.167
apac-syd,Hi-Memory Double Extra Large,m2.2xlarge,34200.0,850,13,4,ephemeral,0.99,1.14,1.05,1.09,1.654,1.18,564.0,0.462,706.0,0.735,564.0,0.562,764.0,0.476,2220.0,1.066,1500.0,0.684,1366.0,0.296,1700.0,0.53,1366.0,0.396,1558.0,0.309,3200.0,0.85,1670.0,0.574,1642.0,0.238,2060.0,0.455,1642.0,0.338,1818.0,0.25,3630.0,0.622,2490.0,0.428,846.0,0.37,1096.0,0.62,846.0,0.47,1246.0,0.384,5100.0,0.95,3690.0,0.561,2076.0,0.238,2566.0,0.456,2076.0,0.338,2460.0,0.251,6560.0,0.776,3900.0,0.445,2462.0,0.19,3100.0,0.396,2462.0,0.29,2814.0,0.202,9040.0,0.516,5630.0,0.321
apac-syd,Hi-Memory Quadruple Extra Large,m2.4xlarge,68400.0,1690,26,8,ephemeral,1.98,2.28,2.08,2.08,3.307,2.36,1128.0,0.924,1412.0,1.47,1128.0,1.024,1328.0,0.938,4440.0,2.132,3000.0,1.369,2732.0,0.592,3400.0,1.06,2732.0,0.692,2924.0,0.605,6400.0,1.7,3350.0,1.146,3284.0,0.476,4120.0,0.91,3284.0,0.576,3460.0,0.488,7260.0,1.244,4990.0,0.854,1692.0,0.74,2192.0,1.24,1692.0,0.84,2092.0,0.754,10200.0,1.9,7380.0,1.123,4152.0,0.476,5132.0,0.912,4152.0,0.576,4536.0,0.489,13120.0,1.552,7800.0,0.891,4924.0,0.38,6200.0,0.792,4924.0,0.48,5276.0,0.392,18080.0,1.032,11260.0,0.643
apac-syd,High I/O Extra Large,i2.xlarge,30500.0,720,14,4,ssd,1.018,1.169,1.078,1.118,2.127,1.292,927.0,0.531,927.0,0.704,927.0,0.591,1127.0,0.631,2457.0,1.122,1485.0,0.678,2150.0,0.327,2150.0,0.5,2150.0,0.387,2342.0,0.427,2929.0,1.004,1714.0,0.588,2621.0,0.223,2621.0,0.396,2621.0,0.283,2797.0,0.323,3311.0,0.567,2616.0,0.413,1398.0,0.415,1398.0,0.588,1398.0,0.475,1798.0,0.515,6474.0,0.985,3558.0,0.541,3288.0,0.253,3288.0,0.426,3288.0,0.313,3672.0,0.353,7512.0,0.858,3868.0,0.442,3946.0,0.174,3946.0,0.347,3946.0,0.234,4298.0,0.274,7838.0,0.448,4172.0,0.353
apac-syd,High I/O Double Extra Large,i2.2xlarge,61000.0,1440,27,8,ssd,2.035,2.337,2.165,2.135,4.254,2.585,1855.0,1.064,1855.0,1.41,1855.0,1.124,2055.0,1.164,4913.0,2.244,2969.0,1.356,4301.0,0.655,4301.0,1.001,4301.0,0.715,4493.0,0.755,5858.0,2.006,3427.0,1.174,5242.0,0.448,5242.0,0.793,5242.0,0.508,5418.0,0.548,6623.0,1.135,5234.0,0.825,2796.0,0.828,2796.0,1.174,2796.0,0.888,3196.0,0.928,12948.0,1.971,7116.0,1.083,6576.0,0.508,6576.0,0.854,6576.0,0.568,6960.0,0.608,15026.0,1.715,7736.0,0.883,7891.0,0.347,7891.0,0.693,7891.0,0.407,8243.0,0.447,15676.0,0.896,8343.0,0.707
apac-syd,High I/O Quadruple Extra Large,i2.4xlarge,122000.0,2880,53,16,ssd,4.07,4.674,4.2,4.17,8.508,5.169,3709.0,2.127,3709.0,2.818,3709.0,2.187,3909.0,2.227,9827.0,4.487,5939.0,2.712,8601.0,1.309,8601.0,2.0,8601.0,1.369,8793.0,1.409,11714.0,4.012,6854.0,2.347,10483.0,0.894,10483.0,1.585,10483.0,0.954,10659.0,0.994,13244.0,2.268,10467.0,1.65,5593.0,1.656,5593.0,2.347,5593.0,1.716,5993.0,1.756,25897.0,3.941,14233.0,2.166,13152.0,1.015,13152.0,1.706,13152.0,1.075,13536.0,1.115,30051.0,3.43,15471.0,1.765,15782.0,0.694,15782.0,1.385,15782.0,0.754,16134.0,0.794,31352.0,1.79,16685.0,1.413
apac-syd,High I/O Eight Extra Large,i2.8xlarge,244000.0,5760,104,32,ssd,8.14,9.348,8.27,8.24,17.016,10.338,7419.0,4.254,7419.0,5.636,7419.0,4.314,7619.0,4.354,19653.0,8.974,11877.0,5.423,17202.0,2.618,17202.0,4.0,17202.0,2.678,17394.0,2.718,23429.0,8.024,13709.0,4.694,20966.0,1.788,20966.0,3.171,20966.0,1.848,21142.0,1.888,26487.0,4.536,20935.0,3.3,11186.0,3.312,11186.0,4.694,11186.0,3.372,11586.0,3.412,51794.0,7.883,28466.0,4.332,26303.0,2.03,26303.0,3.413,26303.0,2.09,26687.0,2.13,60103.0,6.86,30943.0,3.531,31565.0,1.388,31565.0,2.771,31565.0,1.448,31917.0,1.488,62703.0,3.58,33371.0,2.825
apac-syd,High-Storage Eight Extra Large,hs1.8xlarge,117000.0,48000,35,16,ephemeral,5.57,5.901,5.69,5.67,9.32,6.114,5144.0,3.328,5996.0,3.878,5144.0,3.458,5344.0,3.453,14790.0,9.567,6544.0,4.233,13245.0,2.268,15437.0,2.643,13245.0,2.398,13437.0,2.388,38080.0,6.52,16848.0,2.885,14191.0,1.08,16540.0,1.259,14191.0,1.21,14367.0,1.19,40800.0,3.105,18051.0,1.374,7621.0,2.61,8883.0,3.042,7621.0,2.74,8021.0,2.735,21911.0,7.504,9694.0,3.32,22075.0,1.96,25729.0,2.284,22075.0,2.09,22459.0,2.08,63466.0,5.635,28080.0,2.493,26280.0,1.0,30629.0,1.166,26280.0,1.13,26632.0,1.11,75555.0,2.875,33428.0,1.272
apac-syd,Micro,t1.micro,615.0,160,0,1,ebs,0.02,0.02,0.085,0.035,,0.075,23.0,0.015,23.0,0.016,23.0,0.075,47.0,0.021,,,110.0,0.051,54.0,0.01,54.0,0.012,54.0,0.07,78.0,0.016,,,140.0,0.046,62.0,0.008,62.0,0.009,62.0,0.068,86.0,0.014,,,150.0,0.026,35.0,0.015,35.0,0.016,35.0,0.075,83.0,0.021,,,330.0,0.05,82.0,0.01,82.0,0.012,82.0,0.07,130.0,0.016,,,390.0,0.044,100.0,0.008,100.0,0.009,100.0,0.068,148.0,0.014,,,410.0,0.024
apac-syd,Cluster Compute Eight Extra Large,cc2.8xlarge,60500.0,3370,88,32,ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-syd,Cluster GPU Double Extra Large,g2.2xlarge,15000.0,60,26,8,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-syd,High-Memory Cluster Eight Extra Large,cr1.8xlarge,244000.0,240,88,32,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apac-syd,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,M3 Medium Instance,m3.medium,3750.0,4,3,1,ssd,0.153,0.216,0.213,0.253,0.419,0.293,141.0,0.091,246.0,0.16,141.0,0.151,341.0,0.191,508.0,0.232,345.0,0.158,363.0,0.062,575.0,0.109,363.0,0.122,555.0,0.162,726.0,0.194,400.0,0.137,389.0,0.03,698.0,0.086,389.0,0.09,565.0,0.13,877.0,0.15,594.0,0.102,209.0,0.072,379.0,0.137,209.0,0.132,609.0,0.172,1329.0,0.203,838.0,0.128,605.0,0.054,884.0,0.092,605.0,0.114,989.0,0.154,1497.0,0.171,882.0,0.101,648.0,0.03,1073.0,0.073,648.0,0.09,1000.0,0.13,2094.0,0.12,1245.0,0.071
sa-east-1,M3 Large Instance,m3.large,7500.0,32,6,2,ssd,0.306,0.432,0.366,0.406,0.837,0.585,282.0,0.183,492.0,0.321,282.0,0.243,482.0,0.283,1016.0,0.465,689.0,0.315,727.0,0.125,1149.0,0.217,727.0,0.185,919.0,0.225,1452.0,0.387,801.0,0.274,778.0,0.059,1395.0,0.171,778.0,0.119,954.0,0.159,1754.0,0.3,1188.0,0.203,418.0,0.143,758.0,0.274,418.0,0.203,818.0,0.243,2659.0,0.406,1676.0,0.256,1211.0,0.108,1767.0,0.184,1211.0,0.168,1595.0,0.208,2994.0,0.342,1765.0,0.201,1297.0,0.061,2146.0,0.147,1297.0,0.121,1649.0,0.161,4189.0,0.239,2491.0,0.142
sa-east-1,M3 Extra Large Instance,m3.xlarge,15000.0,80,13,4,ssd,0.612,0.864,0.672,0.712,1.674,1.17,564.0,0.365,984.0,0.641,564.0,0.425,764.0,0.465,2032.0,0.929,1378.0,0.63,1453.0,0.249,2298.0,0.434,1453.0,0.309,1645.0,0.349,2904.0,0.774,1601.0,0.548,1556.0,0.118,2790.0,0.342,1556.0,0.178,1732.0,0.218,3507.0,0.6,2375.0,0.406,836.0,0.286,1515.0,0.547,836.0,0.346,1236.0,0.386,5317.0,0.811,3351.0,0.512,2421.0,0.215,3534.0,0.368,2421.0,0.275,2805.0,0.315,5987.0,0.683,3529.0,0.402,2593.0,0.121,4292.0,0.293,2593.0,0.181,2945.0,0.221,8377.0,0.478,4981.0,0.284
sa-east-1,M3 Double Extra Large Instance,m3.2xlarge,30000.0,160,26,8,ssd,1.224,1.728,1.354,1.324,3.348,2.34,1128.0,0.73,1969.0,1.282,1128.0,0.79,1328.0,0.83,4066.0,1.858,2755.0,1.26,2904.0,0.497,4595.0,0.87,2904.0,0.557,3096.0,0.597,5808.0,1.547,3202.0,1.097,3112.0,0.237,5579.0,0.684,3112.0,0.297,3288.0,0.337,7014.0,1.2,4751.0,0.813,1671.0,0.572,3029.0,1.095,1671.0,0.632,2071.0,0.672,10656.0,1.621,6724.0,1.023,4841.0,0.43,7069.0,0.736,4841.0,0.49,5225.0,0.53,11951.0,1.366,7036.0,0.805,5187.0,0.241,8583.0,0.587,5187.0,0.301,5539.0,0.341,16754.0,0.955,9963.0,0.568
sa-east-1,Standard Small,m1.small,1700.0,160,1,1,ephemeral,0.08,0.111,0.14,0.11,0.664,0.19,76.0,0.049,131.63,0.09,76.0,0.109,176.0,0.078,1080.0,0.495,260.0,0.116,195.0,0.033,307.13,0.06,195.0,0.093,291.0,0.051,1330.0,0.457,300.0,0.101,208.0,0.016,372.94,0.05,208.0,0.076,296.0,0.038,1540.0,0.263,400.0,0.069,112.0,0.038,203.0,0.075,112.0,0.098,312.0,0.067,3130.0,0.477,650.0,0.099,324.0,0.018,473.0,0.051,324.0,0.078,516.0,0.031,3830.0,0.437,720.0,0.082,347.0,0.016,574.0,0.041,347.0,0.076,523.0,0.03,4300.0,0.245,890.0,0.051
sa-east-1,Standard Medium,m1.medium,3750.0,410,2,1,ephemeral,0.16,0.222,0.21,0.24,0.814,0.34,151.0,0.098,263.5,0.175,151.0,0.158,351.0,0.143,1260.0,0.575,430.0,0.196,389.0,0.067,614.5,0.12,389.0,0.127,581.0,0.089,1540.0,0.528,500.0,0.173,417.0,0.032,746.0,0.095,417.0,0.092,593.0,0.064,1840.0,0.316,710.0,0.121,224.0,0.077,405.0,0.15,224.0,0.137,624.0,0.119,3570.0,0.543,1080.0,0.164,648.0,0.036,945.0,0.103,648.0,0.096,1032.0,0.049,4290.0,0.489,1180.0,0.134,695.0,0.032,1148.0,0.083,695.0,0.092,1047.0,0.048,4970.0,0.284,1560.0,0.089
sa-east-1,Standard Large,m1.large,7500.0,850,4,2,ephemeral,0.32,0.444,0.38,0.42,1.114,0.64,302.0,0.196,527.0,0.35,302.0,0.256,502.0,0.271,1620.0,0.739,790.0,0.36,778.0,0.133,1229.0,0.24,778.0,0.193,970.0,0.164,1960.0,0.67,920.0,0.315,834.0,0.063,1492.0,0.19,834.0,0.123,1010.0,0.116,2480.0,0.423,1340.0,0.229,448.0,0.153,810.0,0.3,448.0,0.213,848.0,0.224,4440.0,0.676,1950.0,0.297,1297.0,0.072,1890.0,0.204,1297.0,0.132,1681.0,0.085,5190.0,0.592,2080.0,0.237,1390.0,0.065,2295.0,0.164,1390.0,0.125,1742.0,0.084,6280.0,0.358,2870.0,0.164
sa-east-1,Standard Extra Large,m1.xlarge,15000.0,1690,8,4,ephemeral,0.64,0.888,0.7,0.74,1.714,1.24,604.0,0.391,1053.0,0.7,604.0,0.451,804.0,0.516,2553.0,1.0,1510.0,0.688,1556.0,0.267,2457.0,0.48,1556.0,0.327,1748.0,0.316,3957.0,0.78,1750.0,0.601,1667.0,0.127,2984.0,0.38,1667.0,0.187,1843.0,0.22,3740.0,0.64,2600.0,0.445,895.0,0.307,1620.0,0.6,895.0,0.367,1295.0,0.432,5620.0,0.9,3690.0,0.561,2594.0,0.143,3780.0,0.408,2594.0,0.203,2978.0,0.156,7780.0,0.71,3890.0,0.444,2779.0,0.129,4590.0,0.328,2779.0,0.189,3131.0,0.155,8920.0,0.509,5510.0,0.315
sa-east-1,High-CPU Medium,c1.medium,1700.0,350,5,2,ephemeral,0.2,0.28,0.26,0.3,,0.39,236.0,0.134,263.0,0.2,236.0,0.194,436.0,0.259,,,470.0,0.217,608.0,0.08,614.0,0.15,608.0,0.14,800.0,0.2,,,570.0,0.195,651.0,0.05,747.0,0.12,651.0,0.11,827.0,0.16,,,800.0,0.136,350.0,0.117,405.0,0.183,350.0,0.177,750.0,0.242,,,1250.0,0.191,1003.0,0.068,945.0,0.135,1003.0,0.128,1387.0,0.188,,,1390.0,0.158,1085.0,0.049,1148.0,0.113,1085.0,0.109,1437.0,0.159,,,1870.0,0.107
sa-east-1,High-CPU Extra Large,c1.xlarge,7000.0,1690,20,8,ephemeral,0.8,1.12,0.9,0.9,2.427,1.48,944.0,0.536,1053.0,0.8,944.0,0.636,1144.0,0.661,4050.0,1.46,1750.0,0.801,2430.0,0.32,2457.0,0.58,2430.0,0.42,2622.0,0.44,5457.0,1.24,2060.0,0.706,2604.0,0.198,2984.0,0.48,2604.0,0.316,2780.0,0.308,5300.0,0.908,3030.0,0.518,1398.0,0.468,1620.0,0.732,1398.0,0.568,1798.0,0.593,9620.0,1.39,4590.0,0.699,4012.0,0.272,3780.0,0.54,4012.0,0.372,4396.0,0.392,11780.0,1.2,5020.0,0.573,4340.0,0.196,4590.0,0.452,4340.0,0.296,4692.0,0.306,13860.0,0.791,7040.0,0.402
sa-east-1,Hi-Memory Extra Large,m2.xlarge,17100.0,420,6,2,ephemeral,0.54,0.64,0.6,0.64,1.314,0.84,352.0,0.228,749.0,0.45,352.0,0.288,552.0,0.314,1840.0,0.839,1010.0,0.46,907.0,0.155,1789.0,0.3,907.0,0.215,1099.0,0.194,2230.0,0.763,1190.0,0.409,972.0,0.074,2160.0,0.223,972.0,0.134,1148.0,0.134,2860.0,0.489,1720.0,0.295,522.0,0.179,1151.0,0.378,522.0,0.239,922.0,0.259,4920.0,0.748,2430.0,0.369,1512.0,0.134,2700.0,0.253,1512.0,0.194,1896.0,0.158,5710.0,0.652,2600.0,0.297,1620.0,0.075,3260.0,0.193,1620.0,0.135,1972.0,0.11,6970.0,0.398,3560.0,0.203
sa-east-1,Hi-Memory Double Extra Large,m2.2xlarge,34200.0,850,13,4,ephemeral,1.08,1.28,1.14,1.18,2.114,1.64,705.0,0.456,1485.0,0.91,705.0,0.516,905.0,0.581,2995.0,1.23,1960.0,0.896,1815.0,0.311,3578.0,0.6,1815.0,0.371,2007.0,0.375,5078.0,0.92,2300.0,0.786,1944.0,0.148,4320.0,0.445,1944.0,0.208,2120.0,0.256,4500.0,0.771,3360.0,0.576,1044.0,0.358,2302.0,0.756,1044.0,0.418,1444.0,0.483,6300.0,1.096,4640.0,0.707,3024.0,0.269,5400.0,0.506,3024.0,0.329,3408.0,0.303,9400.0,0.826,4940.0,0.564,3240.0,0.151,6521.0,0.386,3240.0,0.211,3592.0,0.208,10300.0,0.588,6890.0,0.394
sa-east-1,Hi-Memory Quadruple Extra Large,m2.4xlarge,68400.0,1690,26,8,ephemeral,2.16,2.56,2.26,2.26,4.227,3.28,1410.0,0.912,2970.0,1.82,1410.0,1.042,1610.0,1.037,5990.0,2.46,3920.0,1.792,3629.0,0.621,7155.0,1.2,3629.0,0.751,3821.0,0.737,10155.0,1.84,4590.0,1.573,3888.0,0.296,8640.0,0.89,3888.0,0.426,4064.0,0.406,9000.0,1.541,6730.0,1.151,2088.0,0.715,4604.0,1.512,2088.0,0.845,2488.0,0.84,12600.0,2.192,9290.0,1.414,6049.0,0.537,10800.0,1.012,6049.0,0.667,6433.0,0.593,18800.0,1.652,9880.0,1.127,6481.0,0.301,13041.0,0.772,6481.0,0.431,6833.0,0.404,20610.0,1.176,13790.0,0.787
sa-east-1,Micro,t1.micro,615.0,160,0,1,ebs,0.027,0.037,0.087,0.037,,0.077,31.0,0.016,31.0,0.022,31.0,0.076,55.0,0.022,,,120.0,0.052,73.0,0.009,73.0,0.015,73.0,0.069,97.0,0.015,,,140.0,0.047,84.0,0.007,84.0,0.013,84.0,0.067,108.0,0.013,,,150.0,0.024,47.0,0.016,47.0,0.022,47.0,0.076,95.0,0.022,,,340.0,0.051,111.0,0.009,111.0,0.015,111.0,0.069,159.0,0.015,,,390.0,0.045,135.0,0.007,135.0,0.013,135.0,0.067,183.0,0.013,,,420.0,0.022
sa-east-1,High-Compute Large,c3.large,3750.0,32,7,2,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High-Compute Extra Large,c3.xlarge,7500.0,80,14,4,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High-Compute Double Extra Large,c3.2xlarge,15000.0,160,28,8,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High-Compute Quadruple Extra Large,c3.4xlarge,30000.0,320,55,16,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High-Compute Eight Extra Large,c3.8xlarge,60000.0,640,108,32,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,Cluster Compute Eight Extra Large,cc2.8xlarge,60500.0,3370,88,32,ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,Cluster GPU Double Extra Large,g2.2xlarge,15000.0,60,26,8,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High-Memory Cluster Eight Extra Large,cr1.8xlarge,244000.0,240,88,32,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High I/O Extra Large,i2.xlarge,30500.0,720,14,4,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High I/O Double Extra Large,i2.2xlarge,61000.0,1440,27,8,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High I/O Quadruple Extra Large,i2.4xlarge,122000.0,2880,53,16,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High I/O Eight Extra Large,i2.8xlarge,244000.0,5760,104,32,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High-Storage Eight Extra Large,hs1.8xlarge,117000.0,48000,35,16,ephemeral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa-east-1,High I/O Quadruple Extra Large,hi1.4xlarge,60500.0,2048,35,16,ssd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
